Customer_ID ,Own,AutoPartner,InsurancePartner,Intermediary,IRR,Credit_Score,Approved_Date,NewCar,UsedCar,Refinance,Amount,Term,Offered_Rate,Refinance,Competitor,Prime,Accepted,Funded_Date,Offered_competitor,Offered_prime
2925,0,0,1,0,2,722,2017-09-12,1,0,0,33163,72,7.79,,6.39,2.625,1,2017-09-28,1.4,5.165
2926,1,0,0,0,3,724,2017-09-12,1,0,0,40000,72,7.79,,6.39,2.625,0,,1.4,5.165
2927,1,0,0,0,1,664,2017-09-12,0,0,1,26198,72,7.03,8.5,7.29,2.625,1,2017-09-20,-0.26,4.405
2928,1,0,0,0,4,656,2017-09-12,0,1,0,14355,72,12.25,,6.89,2.625,0,,5.36,9.625
2929,1,0,0,0,4,665,2017-09-12,0,1,0,21533,72,12.25,,6.89,2.625,0,,5.36,9.625
2930,0,0,1,0,3,689,2017-09-12,0,1,0,7920,60,9.65,,6.15,2.625,1,2017-10-19,3.5,7.025
2931,0,0,0,1,2,723,2017-09-12,0,1,0,7920,60,7.44,,6.15,2.625,1,2017-10-06,1.29,4.815
2932,1,0,0,0,1,791,2017-09-12,1,0,0,30000,36,3.99,,3.99,2.625,0,,0,1.365
2933,1,0,0,0,2,725,2017-09-12,0,0,1,6755,72,8.49,6.9,7.29,2.625,1,2017-10-02,1.2,5.865
2934,0,0,0,1,1,826,2017-09-12,1,0,0,30000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2935,0,0,0,1,2,710,2017-09-12,0,1,0,39600,72,7.84,,6.89,2.625,0,,0.95,5.215
2936,0,0,0,1,4,660,2017-09-12,0,1,0,16830,60,11.95,,6.15,2.625,0,,5.8,9.325
2937,0,0,0,1,1,786,2017-09-12,1,0,0,25000,48,5.19,,5.59,2.625,0,,-0.4,2.565
2938,0,0,0,1,1,811,2017-09-12,1,0,0,6000,36,3.99,,3.99,2.625,1,2017-09-21,0,1.365
2939,1,0,0,0,2,727,2017-09-12,0,1,0,49500,60,7.44,,6.15,2.625,0,,1.29,4.815
2940,0,0,0,1,2,711,2017-09-12,0,1,0,27720,72,8.09,,6.89,2.625,0,,1.2,5.465
2941,0,0,0,1,1,798,2017-09-12,1,0,0,35000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2942,0,0,1,0,1,668,2017-09-12,1,0,0,15136,60,5.19,,5.59,2.625,1,2017-10-10,-0.4,2.565
2943,0,0,1,0,1,798,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2944,1,0,0,0,1,813,2017-09-12,0,1,0,11075,60,6.05,,6.15,2.625,0,,-0.1,3.425
2945,0,0,0,1,4,661,2017-09-12,1,0,0,13000,60,11.85,,5.59,2.625,0,,6.26,9.225
2946,1,0,0,0,2,721,2017-09-12,1,0,0,35000,60,7.39,,5.59,2.625,0,,1.8,4.765
2947,1,0,0,0,1,806,2017-09-12,1,0,0,30000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2948,0,0,1,0,1,757,2017-09-12,1,0,0,25000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2949,1,0,0,0,1,801,2017-09-12,1,0,0,27000,36,3.99,,3.99,2.625,0,,0,1.365
2950,0,0,0,1,4,646,2017-09-12,0,1,0,11880,60,11.95,,6.15,2.625,0,,5.8,9.325
2951,0,1,0,0,2,702,2017-09-12,0,0,1,15251,48,7.33,8.8,6.49,2.625,0,,0.84,4.705
2952,0,1,0,0,2,731,2017-09-12,0,0,1,16730,48,7.28,8.75,6.49,2.625,0,,0.79,4.655
2953,0,0,1,0,3,700,2017-09-13,0,0,1,13582,60,8.09,5.75,6.49,2.63,0,,1.6,5.46
2954,0,0,1,0,1,761,2017-09-12,0,1,0,54450,36,5.25,,5.65,2.625,0,,-0.4,2.625
2955,1,0,0,0,1,823,2017-09-13,1,0,0,30000,36,3.99,,3.99,2.63,0,,0,1.36
2956,0,0,0,1,1,743,2017-09-12,0,0,1,17057,48,6.39,10.9,6.49,2.625,1,2017-09-28,-0.1,3.765
2957,0,0,0,1,2,720,2017-09-12,0,1,0,29700,72,8.14,,6.89,2.625,0,,1.25,5.515
2958,0,0,1,0,3,679,2017-09-12,1,0,0,20000,60,9.55,,5.59,2.625,0,,3.96,6.925
2959,0,1,0,0,1,779,2017-09-14,0,0,1,21186,60,6.03,7.5,6.49,2.64,0,,-0.46,3.39
2960,0,0,1,0,1,770,2017-09-12,1,0,0,33000,72,6.39,,6.39,2.625,0,,0,3.765
2961,1,0,0,0,1,761,2017-09-12,0,0,1,10191,36,5.75,6.19,6.05,2.625,1,2017-09-20,-0.3,3.125
2962,1,0,0,0,4,656,2017-09-12,1,0,0,24500,60,11.85,,5.59,2.625,0,,6.26,9.225
2963,0,0,1,0,4,650,2017-09-12,1,0,0,22000,48,11.85,,5.59,2.625,0,,6.26,9.225
2964,0,0,1,0,2,703,2017-09-12,1,0,0,30000,60,7.39,,5.59,2.625,0,,1.8,4.765
2965,0,0,0,1,1,765,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2966,0,0,0,1,2,709,2017-09-12,1,0,0,50000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2967,0,1,0,0,2,722,2017-09-12,0,0,1,16830,60,7.28,8.75,6.49,2.625,0,,0.79,4.655
2968,0,0,1,0,3,707,2017-09-12,0,1,0,24273,60,9.65,,6.15,2.625,0,,3.5,7.025
2969,1,0,0,0,4,672,2017-09-12,0,0,1,13378,36,8.03,9.5,6.05,2.625,1,2017-09-27,1.98,5.405
2970,0,0,1,0,1,795,2017-09-12,1,0,0,14999,60,5.49,,5.59,2.625,0,,-0.1,2.865
2971,0,0,1,0,3,688,2017-09-13,1,0,0,45000,60,9.55,,5.59,2.63,0,,3.96,6.92
2972,1,0,0,0,3,646,2017-09-12,1,0,0,46200,72,7.79,,6.39,2.625,0,,1.4,5.165
2973,0,0,1,0,1,797,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2974,0,0,1,0,1,725,2017-09-12,0,0,1,14599,60,5.75,6.39,6.49,2.625,1,2017-09-28,-0.74,3.125
2975,0,0,1,0,1,739,2017-09-12,0,1,0,29700,72,6.89,,6.89,2.625,0,,0,4.265
2976,0,0,0,1,1,739,2017-09-12,0,0,1,16351,60,6.39,11,6.49,2.625,1,2017-09-27,-0.1,3.765
2977,0,0,1,0,3,732,2017-09-12,1,0,0,23000,72,6.39,,6.39,2.625,0,,0,3.765
2978,0,0,1,0,1,733,2017-09-12,0,0,1,12547,60,5.93,7.4,6.49,2.625,1,2017-10-13,-0.56,3.305
2979,1,0,0,0,1,750,2017-09-12,0,0,1,17282,48,6.49,8.29,6.49,2.625,1,2017-09-27,0,3.865
2980,0,0,0,1,1,733,2017-09-12,0,0,1,28768,72,6.39,9.89,7.29,2.625,1,2017-09-22,-0.9,3.765
2981,1,0,0,0,4,644,2017-09-12,0,1,0,19053,72,12.25,,6.89,2.625,0,,5.36,9.625
2982,0,0,0,1,1,806,2017-09-12,0,0,1,7943,36,5.78,7.25,6.05,2.625,0,,-0.27,3.155
2983,1,0,0,0,4,655,2017-09-12,0,0,1,16190,60,8.52,9.99,6.49,2.625,0,,2.03,5.895
2984,0,0,0,1,2,726,2017-09-12,0,1,0,15444,60,7.44,,6.15,2.625,1,2017-09-19,1.29,4.815
2985,1,0,0,0,1,822,2017-09-12,1,0,0,35000,36,3.99,,3.99,2.625,0,,0,1.365
2986,0,0,1,0,4,648,2017-09-12,1,0,0,30000,72,12.15,,6.39,2.625,0,,5.76,9.525
2987,0,0,0,1,2,704,2017-09-12,1,0,0,19995,72,7.79,,6.39,2.625,0,,1.4,5.165
2988,0,0,1,0,1,763,2017-09-12,0,0,1,11538,48,6.39,10.99,6.49,2.625,1,2017-10-26,-0.1,3.765
2989,0,0,1,0,1,775,2017-09-13,1,0,0,35000,48,5.59,,5.59,2.63,0,,0,2.96
2990,0,0,0,1,1,735,2017-09-12,0,0,1,15705,48,6.39,10.89,6.49,2.625,1,2017-10-17,-0.1,3.765
2991,1,0,0,0,2,708,2017-09-12,0,0,1,9504,36,7.46,8.93,6.05,2.625,0,,1.41,4.835
2992,0,0,0,1,1,802,2017-09-12,1,0,0,44458,60,5.49,,5.59,2.625,0,,-0.1,2.865
2993,1,0,0,0,1,751,2017-09-12,1,0,0,34379,72,6.39,,6.39,2.625,0,,0,3.765
2994,0,0,0,1,3,684,2017-09-12,0,1,0,25066,72,10.25,,6.89,2.625,1,2017-09-19,3.36,7.625
2995,0,1,0,0,1,749,2017-09-12,0,0,1,29084,72,7.29,9,7.29,2.625,0,,0,4.665
2996,0,0,1,0,1,795,2017-09-12,1,0,0,40000,36,3.99,,3.99,2.625,0,,0,1.365
2997,0,0,0,1,1,802,2017-09-12,0,0,1,11177,60,5.75,7,6.49,2.625,1,2017-10-02,-0.74,3.125
2998,0,0,1,0,2,706,2017-09-12,1,0,0,33000,60,5.49,,5.59,2.625,0,,-0.1,2.865
2999,0,0,1,0,1,735,2017-09-12,0,1,0,20638,66,6.89,,6.89,2.625,0,,0,4.265
3000,0,1,0,0,1,800,2017-09-12,0,0,1,10651,60,6.49,8.99,6.49,2.625,0,,0,3.865
3001,1,0,0,0,2,709,2017-09-12,1,0,0,25000,60,7.39,,5.59,2.625,0,,1.8,4.765
3002,1,0,0,0,1,834,2017-09-12,1,0,0,30000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3003,1,0,0,0,3,669,2017-09-12,0,1,0,12771,60,9.65,,6.15,2.625,1,2017-09-26,3.5,7.025
3004,1,0,0,0,1,768,2017-09-12,0,1,0,10544,60,6.05,,6.15,2.625,1,2017-09-21,-0.1,3.425
3005,0,1,0,0,1,764,2017-09-12,0,0,1,16409,60,6.48,7.95,6.49,2.625,0,,-0.01,3.855
3006,0,0,1,0,1,748,2017-09-12,0,0,1,27947,60,6.39,11.49,6.49,2.625,1,2017-09-29,-0.1,3.765
3007,0,0,0,1,3,678,2017-09-12,0,1,0,34650,72,10.25,,6.89,2.625,0,,3.36,7.625
3008,1,0,0,0,3,689,2017-09-12,0,1,0,21780,72,10.25,,6.89,2.625,0,,3.36,7.625
3009,0,0,0,1,2,708,2017-09-12,0,0,1,9900,36,7.89,16.5,6.05,2.625,0,,1.84,5.265
3010,1,0,0,0,2,728,2017-09-12,0,1,0,14558,60,7.44,,6.15,2.625,1,2017-09-21,1.29,4.815
3011,0,0,1,0,3,671,2017-09-12,0,0,1,6126,36,10.52,11.99,6.05,2.625,1,2017-10-13,4.47,7.895
3012,1,0,0,0,3,670,2017-09-12,0,0,1,15667,60,10.85,6.9,6.49,2.625,0,,4.36,8.225
3013,1,0,0,0,4,665,2017-09-12,0,0,1,38034,66,7.99,8.5,7.29,2.625,0,,0.7,5.365
3014,1,0,0,0,1,734,2017-09-13,0,0,1,28215,60,6.49,5.5,6.49,2.63,1,2017-09-28,0,3.86
3015,1,0,0,0,4,665,2017-09-12,0,1,0,14850,36,11.95,,5.65,2.625,0,,6.3,9.325
3016,0,0,1,0,3,686,2017-09-12,0,1,0,20194,60,9.65,,6.15,2.625,1,2017-09-19,3.5,7.025
3017,0,0,1,0,3,695,2017-09-12,1,0,0,35000,72,9.75,,6.39,2.625,0,,3.36,7.125
3018,0,0,0,1,2,710,2017-09-12,1,0,0,18000,60,7.39,,5.59,2.625,0,,1.8,4.765
3019,1,0,0,0,1,766,2017-09-12,1,0,0,25000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3020,0,0,1,0,1,759,2017-09-12,1,0,0,28500,36,3.99,,3.99,2.625,0,,0,1.365
3021,1,0,0,0,1,751,2017-09-12,1,0,0,50000,48,5.59,,5.59,2.625,0,,0,2.965
3022,0,0,0,1,4,653,2017-09-12,0,0,1,6217,36,7.99,8,6.05,2.625,0,,1.94,5.365
3023,0,0,0,1,1,827,2017-09-12,0,1,0,15476,60,6.05,,6.15,2.625,1,2017-09-21,-0.1,3.425
3024,1,0,0,0,1,736,2017-09-13,1,0,0,20775,60,5.49,,5.59,2.63,1,2017-09-21,-0.1,2.86
3025,0,0,1,0,1,743,2017-09-12,0,1,0,39600,60,6.05,,6.15,2.625,0,,-0.1,3.425
3026,0,0,0,1,3,679,2017-09-12,0,1,0,9383,48,9.65,,6.15,2.625,1,2017-10-26,3.5,7.025
3027,0,1,0,0,1,737,2017-09-12,0,0,1,26700,60,5.75,5.89,6.49,2.625,0,,-0.74,3.125
3028,1,0,0,0,1,794,2017-09-12,1,0,0,23000,48,5.59,,5.59,2.625,0,,0,2.965
3029,1,0,0,0,1,720,2017-09-12,1,0,0,37999,60,5.49,,5.59,2.625,0,,-0.1,2.865
3030,0,0,1,0,2,709,2017-09-12,0,1,0,28447,72,8.09,,6.89,2.625,0,,1.2,5.465
3031,0,0,0,1,1,810,2017-09-12,1,0,0,34000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3032,0,0,1,0,2,713,2017-09-13,1,0,0,21999,60,7.39,,5.59,2.63,0,,1.8,4.76
3033,1,0,0,0,1,810,2017-09-12,1,0,0,27475,36,3.99,,3.99,2.625,1,2017-10-10,0,1.365
3034,0,0,0,1,1,798,2017-09-12,1,0,0,20000,36,3.99,,3.99,2.625,1,2017-09-19,0,1.365
3035,0,0,0,1,1,720,2017-09-12,0,0,1,12152,36,5.75,7,6.05,2.625,1,2017-09-29,-0.3,3.125
3036,0,0,1,0,3,683,2017-09-12,0,1,0,29700,60,9.65,,6.15,2.625,0,,3.5,7.025
3037,0,1,0,0,4,655,2017-09-12,0,0,1,12535,36,11.95,6.99,6.05,2.625,0,,5.9,9.325
3038,0,0,1,0,1,756,2017-09-12,1,0,0,15000,36,3.99,,3.99,2.625,0,,0,1.365
3039,0,0,0,1,4,656,2017-09-12,1,0,0,19000,72,12.15,,6.39,2.625,0,,5.76,9.525
3040,1,0,0,0,1,770,2017-09-12,0,1,0,24750,48,6.15,,6.15,2.625,0,,0,3.525
3041,1,0,0,0,1,734,2017-09-12,1,0,0,34500,72,6.39,,6.39,2.625,0,,0,3.765
3042,1,0,0,0,1,731,2017-09-12,0,1,0,18810,72,6.89,,6.89,2.625,0,,0,4.265
3043,1,0,0,0,1,781,2017-09-12,0,0,1,17953,66,6.78,8.25,7.29,2.625,1,2017-09-27,-0.51,4.155
3044,0,0,0,1,4,664,2017-09-12,1,0,0,20000,36,11.75,,3.99,2.625,0,,7.76,9.125
3045,0,1,0,0,1,775,2017-09-12,0,0,1,14355,48,5.75,6.6,6.49,2.625,0,,-0.74,3.125
3046,1,0,0,0,2,734,2017-09-12,0,1,0,5267,60,7.44,,6.15,2.625,1,2017-10-09,1.29,4.815
3047,0,0,1,0,1,797,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3048,1,0,0,0,2,728,2017-09-12,0,1,0,31680,72,8.09,,6.89,2.625,0,,1.2,5.465
3049,0,0,1,0,4,653,2017-09-12,0,1,0,6564,36,11.95,,5.65,2.625,1,2017-10-04,6.3,9.325
3050,0,0,1,0,1,826,2017-09-12,1,0,0,19152,72,6.39,,6.39,2.625,1,2017-09-27,0,3.765
3051,1,0,0,0,3,689,2017-09-12,1,0,0,25000,60,9.55,,5.59,2.625,0,,3.96,6.925
3052,1,0,0,0,1,758,2017-09-12,1,0,0,27168,36,3.99,,3.99,2.625,0,,0,1.365
3053,0,0,1,0,1,717,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3054,0,0,1,0,1,673,2017-09-12,0,0,1,12204,72,8.19,20.99,7.29,2.625,1,2017-10-12,0.9,5.565
3055,0,0,1,0,1,735,2017-09-13,0,1,0,17327,48,6.15,,6.15,2.63,1,2017-09-21,0,3.52
3056,0,0,1,0,3,683,2017-09-13,1,0,0,25000,60,9.55,,5.59,2.63,0,,3.96,6.92
3057,0,0,1,0,1,785,2017-09-13,0,1,0,34649,60,6.05,,6.15,2.63,0,,-0.1,3.42
3058,0,1,0,0,1,754,2017-09-13,0,0,1,15811,72,6.52,7.99,7.29,2.63,1,2017-09-27,-0.77,3.89
3059,0,0,0,1,1,754,2017-09-13,1,0,0,16770,36,3.99,,3.99,2.63,0,,0,1.36
3060,1,0,0,0,2,673,2017-09-13,0,0,1,16823,60,7.53,9,6.49,2.63,1,2017-10-10,1.04,4.9
3061,0,0,0,1,1,821,2017-09-13,0,0,1,11626,60,6.39,8.75,6.49,2.63,1,2017-10-03,-0.1,3.76
3062,0,0,0,1,1,760,2017-09-12,1,0,0,45000,60,5.49,,5.59,2.625,0,,-0.1,2.865
3063,1,0,0,0,2,721,2017-09-13,0,0,1,20279,60,7.38,8.85,6.49,2.63,0,,0.89,4.75
3064,0,0,0,1,1,815,2017-09-13,1,0,0,40000,36,3.99,,3.99,2.63,0,,0,1.36
3065,1,0,0,0,4,667,2017-09-13,1,0,0,15999,60,11.85,,5.59,2.63,0,,6.26,9.22
3066,0,0,1,0,2,729,2017-09-13,0,1,0,13753,60,7.44,,6.15,2.63,1,2017-09-29,1.29,4.81
3067,0,0,0,1,3,670,2017-09-13,1,0,0,34999,60,9.55,,5.59,2.63,0,,3.96,6.92
3068,0,0,1,0,4,658,2017-09-13,1,0,0,34999,72,12.15,,6.39,2.63,0,,5.76,9.52
3069,0,0,0,1,1,816,2017-09-13,1,0,0,25000,60,5.19,,5.59,2.63,0,,-0.4,2.56
3070,0,1,0,0,1,744,2017-09-13,0,0,1,19800,36,6.05,11.9,6.05,2.63,0,,0,3.42
3071,0,1,0,0,3,783,2017-09-13,0,0,1,14850,48,6.49,8.49,6.49,2.63,0,,0,3.86
3072,1,0,0,0,3,679,2017-09-13,0,0,1,10290,60,10.85,19,6.49,2.63,1,2017-09-29,4.36,8.22
3073,1,0,0,0,3,674,2017-09-13,0,0,1,8637,60,10.85,14,6.49,2.63,1,2017-10-12,4.36,8.22
3074,1,0,0,0,2,722,2017-09-13,0,0,1,6504,36,7.89,10.5,6.05,2.63,0,,1.84,5.26
3075,1,0,0,0,1,803,2017-09-13,0,1,0,21780,60,6.05,,6.15,2.63,0,,-0.1,3.42
3076,0,0,1,0,1,797,2017-09-13,0,1,0,29700,66,6.89,,6.89,2.63,0,,0,4.26
3077,1,0,0,0,1,779,2017-09-13,0,1,0,27720,60,6.05,,6.15,2.63,0,,-0.1,3.42
3078,0,1,0,0,3,817,2017-09-13,0,0,1,34650,48,7.39,6.45,6.49,2.63,0,,0.9,4.76
3079,0,0,1,0,4,651,2017-09-13,0,1,0,19852,60,11.95,,6.15,2.63,0,,5.8,9.32
3080,1,0,0,0,1,736,2017-09-13,1,0,0,34790,60,5.49,,5.59,2.63,0,,-0.1,2.86
3081,1,0,0,0,1,743,2017-09-13,1,0,0,25000,72,6.39,,6.39,2.63,1,2017-09-20,0,3.76
3082,0,1,0,0,2,780,2017-09-13,0,0,1,19673,36,7.89,9.39,6.05,2.63,0,,1.84,5.26
3083,1,0,0,0,3,686,2017-09-13,0,0,1,17037,60,10.53,12,6.49,2.63,0,,4.04,7.9
3084,0,0,1,0,1,786,2017-09-13,0,1,0,7616,36,5.65,,5.65,2.63,0,,0,3.02
3085,0,1,0,0,3,759,2017-09-13,0,0,1,22187,60,7.39,5.9,6.49,2.63,0,,0.9,4.76
3086,0,0,0,1,1,662,2017-09-13,0,1,0,6429,48,6.15,,6.15,2.63,1,2017-09-21,0,3.52
3087,0,1,0,0,2,709,2017-09-13,0,0,1,21546,60,7.19,8.14,6.49,2.63,0,,0.7,4.56
3088,0,0,1,0,1,745,2017-09-13,0,1,0,14850,60,6.05,,6.15,2.63,1,2017-09-19,-0.1,3.42
3089,1,0,0,0,1,686,2017-09-13,1,0,0,34999,72,6.39,,6.39,2.63,0,,0,3.76
3090,0,0,1,0,1,830,2017-09-13,0,1,0,19800,60,6.05,,6.15,2.63,0,,-0.1,3.42
3091,0,0,1,0,1,817,2017-09-13,1,0,0,45000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3092,1,0,0,0,3,671,2017-09-13,1,0,0,26500,72,9.75,,6.39,2.63,0,,3.36,7.12
3093,0,0,0,1,1,823,2017-09-13,1,0,0,23000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3094,0,0,1,0,1,834,2017-09-13,0,1,0,28710,72,6.89,,6.89,2.63,0,,0,4.26
3095,0,0,0,1,1,753,2017-09-13,0,0,1,16835,72,6.89,7.24,7.29,2.63,0,,-0.4,4.26
3096,0,0,1,0,1,744,2017-09-13,0,1,0,17820,60,6.05,,6.15,2.63,0,,-0.1,3.42
3097,0,0,0,1,1,760,2017-09-13,1,0,0,45000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3098,0,1,0,0,3,784,2017-09-13,0,0,1,26730,60,7.39,7,6.49,2.63,0,,0.9,4.76
3099,1,0,0,0,3,686,2017-09-13,1,0,0,16454,60,9.55,,5.59,2.63,1,2017-09-21,3.96,6.92
3100,0,1,0,0,2,662,2017-09-13,0,0,1,32659,72,7.29,9.5,7.29,2.63,1,2017-10-02,0,4.66
3101,1,0,0,0,3,688,2017-09-13,0,0,1,7949,36,7.73,9.2,6.05,2.63,1,2017-10-20,1.68,5.1
3102,0,1,0,0,2,711,2017-09-13,0,0,1,13494,36,7.19,7.4,6.05,2.63,0,,1.14,4.56
3103,0,1,0,0,3,763,2017-09-13,0,0,1,11880,60,7.39,10,6.49,2.63,0,,0.9,4.76
3104,1,0,0,0,1,816,2017-09-13,0,1,0,10542,48,6.15,,6.15,2.63,0,,0,3.52
3105,1,0,0,0,1,740,2017-09-13,1,0,0,25000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3106,0,0,0,1,2,704,2017-09-13,0,0,1,7274,60,7.99,5.95,6.49,2.63,1,2017-09-22,1.5,5.36
3107,1,0,0,0,2,713,2017-09-13,1,0,0,23558,60,7.39,,5.59,2.63,0,,1.8,4.76
3108,0,0,0,1,2,717,2017-09-13,0,1,0,31723,72,8.09,,6.89,2.63,1,2017-10-04,1.2,5.46
3109,0,0,1,0,1,763,2017-09-13,1,0,0,11832,36,3.99,,3.99,2.63,0,,0,1.36
3110,1,0,0,0,3,675,2017-09-13,0,0,1,19322,60,8.27,9.74,6.49,2.63,1,2017-10-24,1.78,5.64
3111,0,0,1,0,2,725,2017-09-13,1,0,0,44000,72,7.79,,6.39,2.63,0,,1.4,5.16
3112,1,0,0,0,1,713,2017-09-13,0,1,0,17325,60,6.05,,6.15,2.63,0,,-0.1,3.42
3113,0,0,1,0,1,829,2017-09-13,1,0,0,7862,36,3.99,,3.99,2.63,1,2017-09-19,0,1.36
3114,0,0,0,1,4,666,2017-09-13,1,0,0,30000,60,11.85,,5.59,2.63,0,,6.26,9.22
3115,0,0,1,0,2,731,2017-09-13,1,0,0,34309,60,7.29,,5.59,2.63,0,,1.7,4.66
3116,0,0,0,1,1,727,2017-09-13,0,0,1,12325,60,6.49,8,6.49,2.63,1,2017-10-12,0,3.86
3117,0,0,0,1,1,800,2017-09-13,0,1,0,19800,36,5.65,,5.65,2.63,0,,0,3.02
3118,0,0,0,1,4,643,2017-09-13,0,1,0,29700,72,12.25,,6.89,2.63,0,,5.36,9.62
3119,0,1,0,0,3,694,2017-09-13,0,0,1,12773,60,7.39,8,6.49,2.63,0,,0.9,4.76
3120,1,0,0,0,1,755,2017-09-13,0,1,0,16645,36,5.65,,5.65,2.63,0,,0,3.02
3121,1,0,0,0,1,742,2017-09-13,1,0,0,26000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3122,0,0,0,1,1,754,2017-09-13,0,1,0,36629,72,6.89,,6.89,2.63,0,,0,4.26
3123,0,0,0,1,2,721,2017-09-13,0,0,1,25715,72,8.33,9.8,7.29,2.63,0,,1.04,5.7
3124,0,1,0,0,3,734,2017-09-13,0,0,1,24542,60,7.39,7.39,6.49,2.63,0,,0.9,4.76
3125,0,0,1,0,1,815,2017-09-13,0,0,1,11881,48,6.39,8.25,6.49,2.63,1,2017-09-28,-0.1,3.76
3126,0,0,1,0,4,659,2017-09-13,1,0,0,20000,60,11.85,,5.59,2.63,0,,6.26,9.22
3127,0,0,1,0,1,803,2017-09-13,0,1,0,16830,48,6.15,,6.15,2.63,0,,0,3.52
3128,1,0,0,0,1,767,2017-09-13,1,0,0,37000,72,6.39,,6.39,2.63,0,,0,3.76
3129,0,0,0,1,1,735,2017-09-13,0,1,0,9900,60,6.05,,6.15,2.63,0,,-0.1,3.42
3130,0,0,0,1,4,653,2017-09-13,0,0,1,13546,60,9.39,10.86,6.49,2.63,1,2017-09-28,2.9,6.76
3131,1,0,0,0,4,654,2017-09-13,0,0,1,17039,60,11.95,14,6.49,2.63,1,2017-09-29,5.46,9.32
3132,0,1,0,0,1,792,2017-09-13,0,0,1,13647,60,5.78,7.25,6.49,2.63,0,,-0.71,3.15
3133,0,1,0,0,3,768,2017-09-13,0,0,1,15568,60,6.49,7.59,6.49,2.63,0,,0,3.86
3134,1,0,0,0,4,667,2017-09-13,1,0,0,25000,72,12.15,,6.39,2.63,0,,5.76,9.52
3135,0,0,0,1,1,819,2017-09-13,0,1,0,27720,60,6.05,,6.15,2.63,0,,-0.1,3.42
3136,1,0,0,0,2,725,2017-09-13,1,0,0,26000,60,7.39,,5.59,2.63,0,,1.8,4.76
3137,0,0,1,0,3,680,2017-09-13,1,0,0,25000,72,9.75,,6.39,2.63,0,,3.36,7.12
3138,0,1,0,0,1,792,2017-09-13,0,0,1,30553,72,5.75,5.99,7.29,2.63,0,,-1.54,3.12
3139,0,0,1,0,1,731,2017-09-13,0,0,1,18563,36,5.95,9.9,6.05,2.63,1,2017-09-26,-0.1,3.32
3140,0,0,0,1,2,691,2017-09-13,1,0,0,34999,60,7.39,,5.59,2.63,0,,1.8,4.76
3141,0,1,0,0,1,801,2017-09-13,0,0,1,22770,60,6.02,7.49,6.49,2.63,0,,-0.47,3.39
3142,0,0,0,1,1,736,2017-09-13,0,1,0,14385,60,6.05,,6.15,2.63,1,2017-09-19,-0.1,3.42
3143,1,0,0,0,1,707,2017-09-13,0,0,1,7513,48,5.78,7.25,6.49,2.63,1,2017-09-22,-0.71,3.15
3144,0,0,0,1,2,722,2017-09-13,1,0,0,45000,60,7.39,,5.59,2.63,0,,1.8,4.76
3145,1,0,0,0,3,675,2017-09-13,0,0,1,14363,48,10.85,13,6.49,2.63,1,2017-10-10,4.36,8.22
3146,0,0,1,0,4,667,2017-09-15,0,0,1,22637,72,7.99,10.95,7.29,2.65,1,2017-10-09,0.7,5.34
3147,1,0,0,0,3,681,2017-09-13,0,0,1,14364,60,10.85,6,6.49,2.63,1,2017-10-31,4.36,8.22
3148,0,0,1,0,2,708,2017-09-13,0,0,1,13501,36,7.79,16.5,6.05,2.63,0,,1.74,5.16
3149,0,0,0,1,1,812,2017-09-13,1,0,0,45000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3150,0,0,0,1,1,713,2017-09-13,0,0,1,10291,60,8.09,15,6.49,2.63,1,2017-09-22,1.6,5.46
3151,0,0,0,1,4,659,2017-09-13,0,1,0,11880,72,12.25,,6.89,2.63,0,,5.36,9.62
3152,1,0,0,0,1,738,2017-09-13,1,0,0,10000,60,5.49,,5.59,2.63,0,,-0.1,2.86
3153,1,0,0,0,3,792,2017-09-13,0,0,1,44550,60,6.49,7.49,6.49,2.63,0,,0,3.86
3154,1,0,0,0,4,656,2017-09-13,1,0,0,22000,36,11.75,,3.99,2.63,0,,7.76,9.12
3155,0,0,1,0,3,674,2017-09-13,0,0,1,39600,60,9.43,10.9,6.49,2.63,0,,2.94,6.8
3156,0,0,1,0,1,806,2017-09-13,1,0,0,26309,36,3.99,,3.99,2.63,1,2017-09-26,0,1.36
3157,0,1,0,0,1,784,2017-09-13,0,0,1,17541,48,6.49,8.9,6.49,2.63,0,,0,3.86
